form,doc,before,keyword,after,anchor
posst¯sunt,casanatensis,et prudentior lapis niger et nigrior,posst¯sunt,hæc quæ plene significationis st¯sunt et,w21057
posst¯sunt,casanatensis,adiectiuis adiectiua sine his intellegi n¯non,posst¯sunt,idcirco et adiectiua dicta st¯sunt quod,w21108
posst¯sunt,casanatensis,qua2am iustior fuit n¯non omnia nomina,posst¯sunt,ire þper oms¯omnes gradus co2omparationis alia,w24945
posst¯sunt,casanatensis,pares sunt ¢qui inter se co2omparari,posst¯sunt,neu¯eutra in ile siue habeant mascul¯ulinum,w37596
bonum,casanatensis,sine substantiæ consu2umptione n¯non posst¯sunt ut,bonum,animal magnus homo ŋproprie co2ommunia sunt,w6498
animal,casanatensis,substantiæ consu2umptione n¯non posst¯sunt ut bonum,animal,magnus homo ŋproprie co2ommunia sunt multoru2um,w6501
animal,casanatensis,quic¢quid uidetur aut tangitur dici potest,animal,de boue eqųquo et pecude omniq;que,w8835
animal,casanatensis,ista breue ut animus ul¯uel anima,animal,torus toral in il ul¯uel ul,w34197
co2ommunia,casanatensis,ut bonum animal magnus homo ŋproprie,co2ommunia,sunt multoru2um appellatiua qualitas cu2um sit,w6513
co2ommunia,casanatensis,"nec egent alioru2um c¯coniunctione quæ2em admodu2umStrangely enough, ""em"" here is abbreviated with ""e caudatum"" and the ""2"" abbreviation sign. Also, while we tend to write ""quemadmodum"" as one word, and as such I am encoding it at the Lingustic Layer, the scribe spells it as two words, with a graphical space in between: ""quem"" ""admodum"". In consideration of the fact that the scribe often writes ""ad"" with no space after it, it might also be that the scribe is writing this expression as three separate words: ""quem"", ""ad"" and ""modum"". p¯predicta",co2ommunia,sumitur hæc adiectiua species uel ab,w7530
co2ommunia,casanatensis,plurims¯mus plurima plurimu2um nomina tertiæ declinationis,co2ommunia,is desinentia et facientia neutra in,w23169
co2ommunia,casanatensis,ille ÷est omnia co2omparatiua or desinentia,co2ommunia,st¯sunt faciunt neu¯neutrum in us ut,w25689
co2ommunia,casanatensis,seruantia consonantes uerboru2um st¯sunt masculina ul¯uel,co2ommunia,ut a scribo scriba a lego,w33093
co2ommunia,casanatensis,o pauca inueniuntur denominatiua masculina ul¯uel,co2ommunia,ut a cicere cicero a lateo,w33207
tamen,casanatensis,qualitas cu2um sit res multoru2um recipit,tamen,singulare2em numeru2um qm¯quoniam in multis tenetur,w6543
tamen,casanatensis,octingenties noningenties et nongenties milies infinitis,tamen,numeroru2um aduerbiis etia2am n interponitur quotiens,w10608
tamen,casanatensis,legatarius et qua2amuis forma sit possessiua,tamen,diuersæ significationis nomina in his inueniuntur,w16647
tamen,casanatensis,a dignitatibus ut p¯prefectorius prætorius quæ,tamen,hab¯bent possessiua2am significatione2em alia ab aliis,w16707
tamen,casanatensis,diuersas significationes habeant nomina supradictæ formæ,tamen,¢quia maxima eoru2um pars possessiuoru2um demonstratione2em,w19788
tamen,casanatensis,existimata st¯sunt positiuaThe two initial graphemes are illegible (faded out). superioris et inferioris,tamen,a supra et infra superior et,w20511
tamen,casanatensis,et quattuor ul¯uel plures iungatur n¯non,tamen,ad totu2um genus ł sed contra,w22134
tamen,casanatensis,quoru2um significatio exigit recipere comparatiuu2um gradu2um,tamen,in usu n¯non est illu2um recipere,w22416
tamen,casanatensis,dixerunt quod in usu n¯non est,tamen,seruant regula2am in er desinentiu2um etia2am,w26253
tamen,casanatensis,id est paruus rex qua2amuis minus,tamen,ide2em significat qd¯quod et rex co2omparatiuus,w27582
tamen,casanatensis,etia2am aliqua diminutiua a co2omparatiuis deriuata,tamen,eande2em co2omparatione2em significantia necesse ÷est ad,w27723
tamen,casanatensis,uitis non uitetu2um sed uinetu2um qd¯quod,tamen,a uinea est meridies ŋpro merididies,w39798
tamen,casanatensis,quod qua2amuis a penulm¯ultimum ŋproduc¯uctum hab¯abeat,tamen,a manu quartæ decli¯clinationis deriuatur ab,w41037
singulare2em,casanatensis,cu2um sit res multoru2um recipit tamen,singulare2em,numeru2um qm¯quoniam in multis tenetur unus,w6546
multis,casanatensis,recipit tamen singulare2em numeru2um qm¯quoniam in,multis,"tenetur unus appellatiuoru2um species sunt xxxiiiiIn the ensuing list in Ursus, I count no less than 40 types (42 if we include ""primitiuae"" and ""deriuatiuae"").
	The source, Priscian, Ars grammatica, K 2.59.9, does not mention the number of the species,
	but simply writes: ""Appellatiuorum multae sunt species"".",w6558
multis,casanatensis,generalitate in specialem forma2am deducitur de,multis,et non similibus facturis generalis e¯est,w8907
multis,casanatensis,quæ greci epimerizomena uocant quippe in,multis,distribuitur idem numerus ut singuli bini,w9687
multis,casanatensis,est ¢quia solet apud grecos in,multis,ei diphthongus ante os inueniri quam,w15777
multis,casanatensis,alter de duob;bus et alius de,multis,sic prior de duob;bus et primus,w23844
multis,casanatensis,prior de duob;bus et primus de,multis,inuenitur prior ŋpro melior et tunc,w23868
multis,casanatensis,"tibicenThere is a macron over the second ""i"" of ""tibīcen"" to mark the vowel's long quantity. et aliæ uocales solent in",multis,ex duabus breuibus syllabis transire in,w35538
multis,casanatensis,in utraq;que syll¯yllaba continuaretur quod in,multis,uitatur apud grecos ut charibdeos ŋpro,w39717
tenetur,casanatensis,tamen singulare2em numeru2um qm¯quoniam in multis,tenetur,"unus appellatiuoru2um species sunt xxxiiiiIn the ensuing list in Ursus, I count no less than 40 types (42 if we include ""primitiuae"" and ""deriuatiuae"").
	The source, Priscian, Ars grammatica, K 2.59.9, does not mention the number of the species,
	but simply writes: ""Appellatiuorum multae sunt species"". quaru2um",w6561
unus,casanatensis,singulare2em numeru2um qm¯quoniam in multis tenetur,unus,"appellatiuoru2um species sunt xxxiiiiIn the ensuing list in Ursus, I count no less than 40 types (42 if we include ""primitiuae"" and ""deriuatiuae"").
	The source, Priscian, Ars grammatica, K 2.59.9, does not mention the number of the species,
	but simply writes: ""Appellatiuorum multae sunt species"". quaru2um alie",w6564
unus,casanatensis,"inæqualiter quantu2um ad uoces ¢quia numeriThe only way to explain ""numeri"" here and ""ordinis"" below is implying ""nomen"", as in ""(nomen) numeri... (nomen) ordinis"", so ""numeri"" and ""ordinis"" are genitive.",unus,"duo diciturI think that an emendation to ""dicuntur"" is not necessary et ordinis primus secundus",w9231
unus,casanatensis,demonstrat numeru2um de quo refert ut,unus,duo decem centu2um mille non de,w11748
unus,casanatensis,omnib;bus in integru2um refert de numeris,unus,una unu2um duo due duo hi,w11805
unus,casanatensis,abiecta n assumunt duas l ut,unus,ullus una ulla unu2um ullu2um bonus,w18825
unus,casanatensis,genere tunc seruant primitiui uocale ut,unus,ullus una ulla unu2um ullum preter,w29607
unus,casanatensis,bellus bona bella bonu2um bellu2um similiter,unus,ullus uinu2um uillu2um ea quæ geminant,w30444
"xxxiiiiin the ensuing list in ursus, i count no less than 40 types (42 if we include ""primitiuae"" and ""deriuatiuae"").
	the source, priscian, ars grammatica, k 2.59.9, does not mention the number of the species,
	but simply writes: ""appellatiuorum multae sunt species"".",casanatensis,multis tenetur unus appellatiuoru2um species sunt,"xxxiiiiIn the ensuing list in Ursus, I count no less than 40 types (42 if we include ""primitiuae"" and ""deriuatiuae"").
	The source, Priscian, Ars grammatica, K 2.59.9, does not mention the number of the species,
	but simply writes: ""Appellatiuorum multae sunt species"".",quaru2um alie st¯sunt co2ommunes cu2um ŋpropriis,w6574
quaru2um,casanatensis,"tenetur unus appellatiuoru2um species sunt xxxiiiiIn the ensuing list in Ursus, I count no less than 40 types (42 if we include ""primitiuae"" and ""deriuatiuae"").
	The source, Priscian, Ars grammatica, K 2.59.9, does not mention the number of the species,
	but simply writes: ""Appellatiuorum multae sunt species"".",quaru2um,alie st¯sunt co2ommunes cu2um ŋpropriis siue,w6576
quaru2um,casanatensis,eni2im ipsa nomina co2omparamus sed creaturas,quaru2um,ipsa nomina sunt ad alique2em participe2em,w20082
alie,casanatensis,"unus appellatiuoru2um species sunt xxxiiiiIn the ensuing list in Ursus, I count no less than 40 types (42 if we include ""primitiuae"" and ""deriuatiuae"").
	The source, Priscian, Ars grammatica, K 2.59.9, does not mention the number of the species,
	but simply writes: ""Appellatiuorum multae sunt species"". quaru2um",alie,st¯sunt co2ommunes cu2um ŋpropriis siue sint,w6579
co2ommunes,casanatensis,"species sunt xxxiiiiIn the ensuing list in Ursus, I count no less than 40 types (42 if we include ""primitiuae"" and ""deriuatiuae"").
	The source, Priscian, Ars grammatica, K 2.59.9, does not mention the number of the species,
	but simply writes: ""Appellatiuorum multae sunt species"". quaru2um alie st¯sunt",co2ommunes,cu2um ŋpropriis siue sint primitiuæ siue,w6585
co2ommunes,casanatensis,medioximus omnes hæ appellatiuoru2um species fere,co2ommunes,st¯sunt tam primitiuoru2um qua2am deriuatiuoru2um seorsu2um,w12054
co2ommunes,casanatensis,"qua2am uerbialiu2umOn the form ""uerbialis, -e"" as opposed to ""uerbalis, -e"", see note to the word with id w31371 (line 8v.a.30). et participialiu2um et aduerbialiu2um",co2ommunes,inueniuntur nunc de his dicemus þper,w31590
sint,casanatensis,alie st¯sunt co2ommunes cu2um ŋpropriis siue,sint,"primitiuæ siue deriuatiuæ suntThis portion of the page was either damaged or (more probably) erased, then the word was written by another hand in black ink. corporales sunt",w6597
sint,casanatensis,hoc fieri potest ut in aliis,sint,appellatiua ut magnus homo et cum,w12630
sint,casanatensis,homo et cum þperdiderint ui2im appellatiuorum,sint,ŋpropria ut magnus ŋpropriu2um cuiuscu2umq;que nom¯men,w12661
sint,casanatensis,"faciunt ut hercules herculis herculinusThere is a macron sign over the ""i"" to mark the vowel's long quantity. si",sint,secundæ declinationis nomina er terminata ul¯uel,w18399
sint,casanatensis,in us antecedente c quotcu2umq;que syllabaru2um,sint,absq;que regionu2um nominibus assumunt genitiuo tia,w32283
sint,casanatensis,significationem uterque idcirco dubiu2um est si,sint,deriuatiua dicenda in al desinentia si,w34092
sint,casanatensis,uocis uocalis sin a quartæ decli¯clinationis,sint,abiectu2um s nominatiui et addita alis,w37227
sint,casanatensis,ueli uelare in ensis desinentia si,sint,a nominibus primæ ul¯uel secundæ decl¯clinationis,w38217
sint,casanatensis,causa i ante penultimu2um assumit si,sint,a tertia declinatione abiectu2um s ultimu2um,w38313
sint,casanatensis,metu meticulosus fit in tus si,sint,participialia aut denominatiua ul¯uel incorporalia aut,w40845
primitiuæ,casanatensis,st¯sunt co2ommunes cu2um ŋpropriis siue sint,primitiuæ,"siue deriuatiuæ suntThis portion of the page was either damaged or (more probably) erased, then the word was written by another hand in black ink. corporales sunt incorporales",w6600
deriuatiuæ,casanatensis,cu2um ŋpropriis siue sint primitiuæ siue,deriuatiuæ,"suntThis portion of the page was either damaged or (more probably) erased, then the word was written by another hand in black ink. corporales sunt incorporales homonyma synonyma",w6606
"suntthis portion of the page was either damaged or (more probably) erased, then the word was written by another hand in black ink.",casanatensis,ŋpropriis siue sint primitiuæ siue deriuatiuæ,"suntThis portion of the page was either damaged or (more probably) erased, then the word was written by another hand in black ink.",corporales sunt incorporales homonyma synonyma quæ,w6609
homonyma,casanatensis,"siue deriuatiuæ suntThis portion of the page was either damaged or (more probably) erased, then the word was written by another hand in black ink. corporales sunt incorporales",homonyma,synonyma quæ et polyonyma adiectiua ad,w6622
homonyma,casanatensis,uirtus et in ŋpropriis ut pudicitia,homonyma,÷est quasi uninomia dicta eo qd¯quod,w6940
homonyma,casanatensis,achillis et pyrrhus rex epyrotarum sunt,homonyma,eadem ŋpropria et appellatiua ut magnus,w7117
synonyma,casanatensis,"deriuatiuæ suntThis portion of the page was either damaged or (more probably) erased, then the word was written by another hand in black ink. corporales sunt incorporales homonyma",synonyma,quæ et polyonyma adiectiua ad ali¢quid,w6625
synonyma,casanatensis,ut magnus pompeius et magnus ciuis,synonyma,ul¯uel polyonyma species est in qua,w7150
polyonyma,casanatensis,sunt incorporales homonyma synonyma quæ et,polyonyma,adiectiua ad ali¢quid dicta quasi ad,w6634
polyonyma,casanatensis,pompeius et magnus ciuis synonyma ul¯uel,polyonyma,species est in qua in plurimis,w7156
æqualiter,casanatensis,quasi ad ali¢quid dicta ad ali¢quid,æqualiter,"ce habentia gentileThe initial ""g"" is written in black ink. It is apparent here that the first hand (writing in brown ink) had written this ""g"" with its regular shape and size, and the second hand (writing in black ink) derased the original ""g"" and wrote it over the rasura with a larger grapheme in uncial script. All initial graphemes of words denoting a ""species"" of appellatiuum nomen in lines 31-35 are in black ink. Some of them are clearly written in rasura. patriu2umThe larger initial grapheme is written in black ink over a rasura (same situation as ""gentile"" above). interrogatiua infinita",w6666
æqualiter,casanatensis,qua2am alii ad ali¢quid quoda2ammodo uel,æqualiter,se habentia dicunt quæ qua2am uis habeat,w7803
æqualiter,casanatensis,"duo diciturI think that an emendation to ""dicuntur"" is not necessary et ordinis primus secundus",æqualiter,uero tertius a trib;bus sic et,w9252
æqualiter,casanatensis,inæqualiter semel bis a ceteris omnibus,æqualiter,a tribus ter similiter quater reliqua,w10440
ce,casanatensis,ad ali¢quid dicta ad ali¢quid æqualiter,ce,"habentia gentileThe initial ""g"" is written in black ink. It is apparent here that the first hand (writing in brown ink) had written this ""g"" with its regular shape and size, and the second hand (writing in black ink) derased the original ""g"" and wrote it over the rasura with a larger grapheme in uncial script. All initial graphemes of words denoting a ""species"" of appellatiuum nomen in lines 31-35 are in black ink. Some of them are clearly written in rasura. patriu2umThe larger initial grapheme is written in black ink over a rasura (same situation as ""gentile"" above). interrogatiua infinita relatiuaThe larger initial grapheme is written in black ink over a rasura (same situation as ""gentile"" above).",w6669
habentia,casanatensis,ali¢quid dicta ad ali¢quid æqualiter ce,habentia,"gentileThe initial ""g"" is written in black ink. It is apparent here that the first hand (writing in brown ink) had written this ""g"" with its regular shape and size, and the second hand (writing in black ink) derased the original ""g"" and wrote it over the rasura with a larger grapheme in uncial script. All initial graphemes of words denoting a ""species"" of appellatiuum nomen in lines 31-35 are in black ink. Some of them are clearly written in rasura. patriu2umThe larger initial grapheme is written in black ink over a rasura (same situation as ""gentile"" above). interrogatiua infinita relatiuaThe larger initial grapheme is written in black ink over a rasura (same situation as ""gentile"" above). demonstratiua",w6672
